time,side,coin,qty,price,usd,fee,pnl,reason
2026-09-25 21:00,BUY,NEAR,44.41105413,5.046041,224.1,0.9,,entry
2026-09-25 21:00,BUY,SUI,194.02869043,1.154984,224.1,0.9,,entry
